iso2,year,variable,value
AT,2001,new_sp,262.0
AT,2002,new_sp,220.0
AT,2003,new_sp,269.0
AT,2004,new_sp,216.0
AT,2005,new_sp,234.0
AT,2006,new_sp,213.0
AT,2007,new_sp,189.0
AT,2008,new_sp,
AU,1980,new_sp,
AU,1981,new_sp,
AU,1982,new_sp,
AU,1983,new_sp,
AU,1984,new_sp,
AU,1985,new_sp,
AU,1986,new_sp,
AU,1987,new_sp,
AU,1988,new_sp,
AU,1989,new_sp,
AU,1990,new_sp,
AU,1991,new_sp,
AU,1992,new_sp,
AU,1993,new_sp,557.0
AU,1994,new_sp,
AU,1995,new_sp,
AU,1996,new_sp,
AU,1997,new_sp,226.0
AU,1998,new_sp,203.0
AU,1999,new_sp,285.0
AU,2000,new_sp,251.0
AU,2001,new_sp,228.0
AU,2002,new_sp,210.0
AU,2003,new_sp,113.0
AU,2004,new_sp,285.0
AU,2005,new_sp,241.0
AU,2006,new_sp,269.0
AU,2007,new_sp,281.0
AU,2008,new_sp,299.0
AZ,1980,new_sp,
AZ,1981,new_sp,
AZ,1982,new_sp,
AZ,1983,new_sp,
AZ,1984,new_sp,
AZ,1985,new_sp,
AZ,1986,new_sp,
AZ,1987,new_sp,
AZ,1988,new_sp,
AZ,1989,new_sp,
AZ,1990,new_sp,
AZ,1991,new_sp,
AZ,1992,new_sp,
AZ,1993,new_sp,499.0
AZ,1994,new_sp,513.0
AZ,1995,new_sp,669.0
AZ,1996,new_sp,990.0
AZ,1997,new_sp,981.0
AZ,1998,new_sp,727.0
AZ,1999,new_sp,763.0
AZ,2000,new_sp,890.0
AZ,2001,new_sp,927.0
AZ,2002,new_sp,1661.0
AZ,2003,new_sp,1161.0
AZ,2004,new_sp,1472.0
AZ,2005,new_sp,1561.0
AZ,2006,new_sp,1454.0
AZ,2007,new_sp,1356.0
AZ,2008,new_sp,1409.0
BA,1980,new_sp,
BA,1981,new_sp,
BA,1982,new_sp,
BA,1983,new_sp,
BA,1984,new_sp,
BA,1985,new_sp,
BA,1986,new_sp,
BA,1987,new_sp,
BA,1988,new_sp,
BA,1989,new_sp,
BA,1990,new_sp,
BA,1991,new_sp,
BA,1992,new_sp,
BA,1993,new_sp,
BA,1994,new_sp,
BA,1995,new_sp,865.0
BA,1996,new_sp,927.0
BA,1997,new_sp,803.0
BA,1998,new_sp,640.0
BA,1999,new_sp,786.0
BA,2000,new_sp,759.0
BA,2001,new_sp,800.0
BA,2002,new_sp,526.0
BA,2003,new_sp,493.0
BA,2004,new_sp,889.0
BA,2005,new_sp,640.0
BA,2006,new_sp,562.0
BA,2007,new_sp,737.0
BA,2008,new_sp,509.0
BB,1980,new_sp,
BB,1981,new_sp,
BB,1982,new_sp,
BB,1983,new_sp,
BB,1984,new_sp,
BB,1985,new_sp,
BB,1986,new_sp,
BB,1987,new_sp,
BB,1988,new_sp,
BB,1989,new_sp,
BB,1990,new_sp,
BB,1991,new_sp,
BB,1992,new_sp,
BB,1995,new_sp,3.0
BB,1996,new_sp,3.0
BB,1997,new_sp,5.0
BB,1998,new_sp,4.0
BB,1999,new_sp,2.0
BB,2000,new_sp,3.0
BB,2001,new_sp,6.0
BB,2002,new_sp,5.0
BB,2003,new_sp,
BB,2004,new_sp,19.0
BB,2005,new_sp,
BB,2006,new_sp,4.0
BB,2007,new_sp,8.0
BB,2008,new_sp,1.0
BD,1980,new_sp,
BD,1981,new_sp,
BD,1982,new_sp,
BD,1983,new_sp,
BD,1984,new_sp,
BD,1985,new_sp,
BD,1986,new_sp,
BD,1987,new_sp,
BD,1988,new_sp,
BD,1989,new_sp,
BD,1990,new_sp,
BD,1991,new_sp,
BD,1992,new_sp,
BD,1993,new_sp,18993.0
BD,1994,new_sp,1710.0
BD,1995,new_sp,20524.0
BD,1996,new_sp,29674.0
BD,1997,new_sp,33117.0
BD,1998,new_sp,37737.0
BD,1999,new_sp,37821.0
BD,2000,new_sp,38484.0
BD,2001,new_sp,40777.0
BD,2002,new_sp,46811.0
BD,2003,new_sp,53618.0
BD,2004,new_sp,62694.0
BD,2005,new_sp,84848.0
BD,2006,new_sp,101967.0
BD,2007,new_sp,104296.0
BD,2008,new_sp,106373.0
BE,1980,new_sp,
BE,1981,new_sp,
BE,1982,new_sp,
BE,1983,new_sp,
BE,1984,new_sp,
BE,1985,new_sp,
BE,1986,new_sp,
BE,1987,new_sp,
BE,1988,new_sp,
BE,1989,new_sp,
BE,1990,new_sp,
BE,1991,new_sp,
BE,1992,new_sp,
BE,1993,new_sp,484.0
BE,1994,new_sp,427.0
BE,1995,new_sp,400.0
BE,1996,new_sp,364.0
BE,1997,new_sp,434.0
BE,1998,new_sp,418.0
BE,1999,new_sp,403.0
BE,2000,new_sp,409.0
BE,2001,new_sp,472.0
BE,2002,new_sp,419.0
BE,2003,new_sp,362.0
BE,2004,new_sp,391.0
BE,2005,new_sp,380.0
BE,2006,new_sp,343.0
BE,2007,new_sp,322.0
BE,2008,new_sp,311.0
BF,1980,new_sp,
BF,1981,new_sp,
BF,1982,new_sp,
BF,1983,new_sp,
BF,1984,new_sp,
BF,1985,new_sp,
BF,1986,new_sp,
BF,1987,new_sp,
BF,1988,new_sp,
BF,1989,new_sp,
BF,1990,new_sp,
BF,1991,new_sp,
BF,1993,new_sp,
BF,1994,new_sp,561.0
BF,1995,new_sp,1028.0
BF,1996,new_sp,1381.0
BF,1997,new_sp,1126.0
BF,1998,new_sp,1331.0
BF,1999,new_sp,1411.0
BF,2000,new_sp,1560.0
BF,2001,new_sp,1522.0
BF,2002,new_sp,1544.0
BF,2003,new_sp,1703.0
BF,2004,new_sp,1926.0
BF,2005,new_sp,2294.0
BF,2006,new_sp,2659.0
BF,2007,new_sp,2614.0
BF,2008,new_sp,2756.0
BG,1980,new_sp,
BG,1981,new_sp,
BG,1982,new_sp,
BG,1983,new_sp,
BG,1984,new_sp,
BG,1985,new_sp,
BG,1986,new_sp,
BG,1987,new_sp,
BG,1988,new_sp,
BG,1989,new_sp,
BG,1990,new_sp,
BG,1991,new_sp,
BG,1992,new_sp,
BG,1993,new_sp,
BG,1994,new_sp,3096.0
BG,1995,new_sp,1087.0
BG,1996,new_sp,903.0
BG,1997,new_sp,1037.0
BG,1998,new_sp,1325.0
BG,1999,new_sp,1697.0
BG,2000,new_sp,2524.0
BG,2001,new_sp,897.0
BG,2002,new_sp,1007.0
BG,2003,new_sp,1254.0
BG,2004,new_sp,1315.0
BG,2005,new_sp,1214.0
BG,2006,new_sp,1307.0
BG,2007,new_sp,1080.0
BG,2008,new_sp,1020.0
BH,1980,new_sp,
BH,1981,new_sp,
BH,1982,new_sp,
BH,1983,new_sp,
BH,1984,new_sp,
BH,1985,new_sp,
BH,1986,new_sp,
BH,1987,new_sp,
BH,1988,new_sp,
BH,1989,new_sp,
BH,1990,new_sp,
BH,1991,new_sp,
BH,1992,new_sp,
BH,1993,new_sp,82.0
BH,1995,new_sp,17.0
BH,1996,new_sp,31.0
BH,1997,new_sp,22.0
BH,1998,new_sp,25.0
BH,1999,new_sp,21.0
BH,2000,new_sp,23.0
BH,2001,new_sp,23.0
BH,2002,new_sp,17.0
BH,2003,new_sp,16.0
BH,2004,new_sp,69.0
BH,2005,new_sp,101.0
BH,2006,new_sp,98.0
BH,2007,new_sp,109.0
BH,2008,new_sp,141.0
BI,1980,new_sp,
BI,1981,new_sp,
BI,1982,new_sp,
BI,1983,new_sp,
BI,1984,new_sp,
BI,1985,new_sp,
BI,1986,new_sp,
BI,1987,new_sp,
BI,1988,new_sp,
BI,1989,new_sp,
BI,1990,new_sp,
BI,1991,new_sp,
BI,1992,new_sp,
BI,1993,new_sp,1861.0
BI,1994,new_sp,1527.0
BI,1995,new_sp,1121.0
BI,1996,new_sp,1533.0
BI,1997,new_sp,2022.0
BI,1998,new_sp,2782.0
BI,1999,new_sp,2924.0
BI,2000,new_sp,
BI,2001,new_sp,3040.0
BI,2002,new_sp,2791.0
BI,2003,new_sp,3087.0
BI,2004,new_sp,3277.0
BI,2005,new_sp,3262.0
BI,2006,new_sp,3119.0
BI,2007,new_sp,3595.0
BI,2008,new_sp,3610.0
BJ,1980,new_sp,
BJ,1981,new_sp,
BJ,1982,new_sp,
BJ,1983,new_sp,
BJ,1984,new_sp,
BJ,1985,new_sp,
BJ,1986,new_sp,
BJ,1987,new_sp,
BJ,1988,new_sp,
BJ,1989,new_sp,
BJ,1990,new_sp,
BJ,1991,new_sp,
BJ,1992,new_sp,
BJ,1993,new_sp,1653.0
BJ,1994,new_sp,1618.0
BJ,1995,new_sp,1839.0
BJ,1996,new_sp,1868.0
BJ,1997,new_sp,1939.0
BJ,1998,new_sp,1988.0
BJ,1999,new_sp,2192.0
BJ,2000,new_sp,2286.0
BJ,2001,new_sp,
BJ,2002,new_sp,2415.0
BJ,2003,new_sp,2438.0
BJ,2004,new_sp,2582.0
BJ,2005,new_sp,2739.0
BJ,2006,new_sp,2943.0
BJ,2007,new_sp,
BJ,2008,new_sp,2966.0
BM,1980,new_sp,
BM,1981,new_sp,
BM,1982,new_sp,
BM,1983,new_sp,
BM,1984,new_sp,
BM,1985,new_sp,
BM,1986,new_sp,
BM,1987,new_sp,
BM,1988,new_sp,
BM,1989,new_sp,
BM,1990,new_sp,
BM,1991,new_sp,
BM,1992,new_sp,
BM,1995,new_sp,2.0
BM,1996,new_sp,0.0
BM,1997,new_sp,
BM,1998,new_sp,0.0
BM,1999,new_sp,0.0
BM,2000,new_sp,0.0
BM,2001,new_sp,0.0
BM,2002,new_sp,0.0
BM,2003,new_sp,
BM,2004,new_sp,0.0
BM,2005,new_sp,
BM,2006,new_sp,2.0
BM,2007,new_sp,
BM,2008,new_sp,
BN,1980,new_sp,
BN,1981,new_sp,
BN,1982,new_sp,
BN,1983,new_sp,
BN,1984,new_sp,
BN,1985,new_sp,
BN,1986,new_sp,
BN,1987,new_sp,
BN,1988,new_sp,
BN,1989,new_sp,
BN,1990,new_sp,
BN,1992,new_sp,
BN,1993,new_sp,68.0
BN,1997,new_sp,0.0
BN,1998,new_sp,
BN,1999,new_sp,102.0
BN,2000,new_sp,84.0
BN,2001,new_sp,95.0
BN,2002,new_sp,112.0
BN,2003,new_sp,121.0
BN,2004,new_sp,115.0
BN,2005,new_sp,101.0
BN,2006,new_sp,128.0
BN,2007,new_sp,136.0
BN,2008,new_sp,132.0
BO,1980,new_sp,
BO,1981,new_sp,
BO,1982,new_sp,
BO,1983,new_sp,
BO,1984,new_sp,
BO,1985,new_sp,
BO,1986,new_sp,
BO,1987,new_sp,
BO,1988,new_sp,
BO,1989,new_sp,
BO,1990,new_sp,
BO,1991,new_sp,
BO,1992,new_sp,
BO,1993,new_sp,6833.0
BO,1994,new_sp,6905.0
BO,1995,new_sp,7010.0
BO,1996,new_sp,6949.0
BO,1997,new_sp,6458.0
BO,1998,new_sp,6750.0
BO,1999,new_sp,6673.0
BO,2000,new_sp,6458.0
BO,2001,new_sp,6672.0
BO,2002,new_sp,6829.0
BO,2003,new_sp,6344.0
BO,2004,new_sp,6213.0
BO,2005,new_sp,6278.0
BO,2006,new_sp,5788.0
BO,2007,new_sp,5686.0
BO,2008,new_sp,6048.0
BR,1980,new_sp,
BR,1981,new_sp,
BR,1982,new_sp,
BR,1983,new_sp,
BR,1984,new_sp,
BR,1985,new_sp,
BR,1986,new_sp,
BR,1987,new_sp,
BR,1988,new_sp,
BR,1989,new_sp,
BR,1990,new_sp,
BR,1991,new_sp,
BR,1992,new_sp,
BR,1994,new_sp,39167.0
BR,1995,new_sp,45650.0
BR,1996,new_sp,44503.0
BR,1997,new_sp,43490.0
BR,1998,new_sp,43554.0
BR,1999,new_sp,41619.0
BR,2000,new_sp,41186.0
BR,2001,new_sp,38478.0
BR,2002,new_sp,41371.0
BR,2003,new_sp,39938.0
BR,2004,new_sp,42881.0
BR,2005,new_sp,42093.0
BR,2006,new_sp,41117.0
BR,2007,new_sp,38444.0
BR,2008,new_sp,37697.0
BS,1980,new_sp,
BS,1981,new_sp,
BS,1982,new_sp,
BS,1983,new_sp,
BS,1984,new_sp,
BS,1985,new_sp,
BS,1986,new_sp,
BS,1987,new_sp,
BS,1988,new_sp,
BS,1989,new_sp,
BS,1990,new_sp,
BS,1991,new_sp,
BS,1992,new_sp,
BS,1993,new_sp,41.0
BS,1994,new_sp,41.0
BS,1995,new_sp,38.0
BS,1996,new_sp,25.0
BS,1997,new_sp,57.0
BS,1998,new_sp,30.0
BS,1999,new_sp,37.0
BS,2000,new_sp,56.0
BS,2001,new_sp,
BS,2002,new_sp,32.0
BS,2003,new_sp,29.0
BS,2004,new_sp,37.0
BS,2006,new_sp,
BS,2007,new_sp,32.0
BS,2008,new_sp,31.0
BT,1980,new_sp,
BT,1981,new_sp,
BT,1982,new_sp,
BT,1983,new_sp,
BT,1984,new_sp,
BT,1985,new_sp,
BT,1986,new_sp,
BT,1987,new_sp,
BT,1988,new_sp,
BT,1989,new_sp,
BT,1990,new_sp,
BT,1991,new_sp,
BT,1992,new_sp,
BT,1993,new_sp,
BT,1994,new_sp,352.0
BT,1995,new_sp,367.0
BT,1996,new_sp,308.0
BT,1997,new_sp,284.0
BT,1998,new_sp,270.0
BT,1999,new_sp,315.0
BT,2000,new_sp,347.0
BT,2001,new_sp,359.0
BT,2002,new_sp,364.0
BT,2003,new_sp,360.0
BT,2004,new_sp,356.0
BT,2005,new_sp,308.0
BT,2006,new_sp,312.0
BT,2007,new_sp,328.0
BT,2008,new_sp,351.0
BW,1980,new_sp,
BW,1981,new_sp,
BW,1982,new_sp,
BW,1983,new_sp,
BW,1984,new_sp,
BW,1985,new_sp,
BW,1986,new_sp,
BW,1987,new_sp,
BW,1988,new_sp,
BW,1989,new_sp,
BW,1990,new_sp,
BW,1991,new_sp,
BW,1992,new_sp,
BW,1993,new_sp,1508.0
BW,1994,new_sp,1668.0
BW,1995,new_sp,1903.0
BW,1996,new_sp,2530.0
BW,1997,new_sp,2824.0
BW,1998,new_sp,3112.0
BW,1999,new_sp,2746.0
BW,2000,new_sp,3091.0
BW,2001,new_sp,3057.0
BW,2002,new_sp,3334.0
BW,2003,new_sp,3050.0
BW,2004,new_sp,3127.0
BW,2005,new_sp,3170.0
BW,2006,new_sp,3252.0
BW,2007,new_sp,3002.0
BW,2008,new_sp,3351.0
BY,1980,new_sp,
BY,1981,new_sp,
BY,1982,new_sp,
BY,1983,new_sp,
BY,1984,new_sp,
BY,1985,new_sp,
BY,1986,new_sp,
BY,1987,new_sp,
BY,1988,new_sp,
BY,1989,new_sp,
BY,1990,new_sp,
BY,1991,new_sp,
BY,1992,new_sp,
BY,1993,new_sp,1493.0
BY,1994,new_sp,1775.0
BY,1995,new_sp,1845.0
BY,1996,new_sp,2117.0
BY,1997,new_sp,2273.0
BY,1998,new_sp,5047.0
BY,1999,new_sp,2769.0
BY,2000,new_sp,2547.0
BY,2001,new_sp,2341.0
BY,2002,new_sp,
BY,2003,new_sp,1018.0
BY,2004,new_sp,1109.0
BY,2005,new_sp,1235.0
BY,2006,new_sp,1072.0
BY,2007,new_sp,1051.0
BY,2008,new_sp,1060.0
BZ,1980,new_sp,
BZ,1981,new_sp,
BZ,1982,new_sp,
BZ,1983,new_sp,
BZ,1984,new_sp,
BZ,1985,new_sp,
BZ,1986,new_sp,
BZ,1987,new_sp,
BZ,1988,new_sp,
BZ,1989,new_sp,
BZ,1990,new_sp,
BZ,1991,new_sp,
BZ,1992,new_sp,
BZ,1993,new_sp,50.0
BZ,1994,new_sp,36.0
BZ,1995,new_sp,36.0
BZ,1996,new_sp,46.0
BZ,1997,new_sp,32.0
BZ,1998,new_sp,52.0
BZ,1999,new_sp,48.0
BZ,2000,new_sp,44.0
BZ,2001,new_sp,53.0
BZ,2002,new_sp,71.0
BZ,2003,new_sp,62.0
BZ,2004,new_sp,34.0
BZ,2005,new_sp,59.0
BZ,2006,new_sp,60.0
BZ,2007,new_sp,54.0
BZ,2008,new_sp,83.0
CA,1980,new_sp,951.0
CA,1981,new_sp,803.0
CA,1982,new_sp,812.0
CA,1983,new_sp,771.0
CA,1984,new_sp,811.0
CA,1985,new_sp,791.0
CA,1986,new_sp,752.0
CA,1987,new_sp,668.0
CA,1988,new_sp,682.0
CA,1989,new_sp,652.0
CA,1990,new_sp,549.0
CA,1991,new_sp,543.0
CA,1992,new_sp,506.0
CA,1993,new_sp,488.0
CA,1994,new_sp,483.0
CA,1995,new_sp,436.0
CA,1996,new_sp,430.0
CA,1997,new_sp,473.0
CA,1998,new_sp,438.0
CA,1999,new_sp,455.0
CA,2000,new_sp,492.0
CA,2001,new_sp,458.0
CA,2002,new_sp,408.0
CA,2003,new_sp,332.0
CA,2004,new_sp,438.0
CA,2005,new_sp,433.0
CA,2006,new_sp,407.0
CA,2007,new_sp,463.0
CA,2008,new_sp,488.0
CD,1980,new_sp,
CD,1981,new_sp,
CD,1982,new_sp,
CD,1983,new_sp,
CD,1984,new_sp,
CD,1985,new_sp,
CD,1986,new_sp,
CD,1987,new_sp,
CD,1988,new_sp,
CD,1989,new_sp,
CD,1990,new_sp,
CD,1991,new_sp,
CD,1992,new_sp,
CD,1993,new_sp,14924.0
CD,1994,new_sp,
CD,1995,new_sp,20914.0
CD,1996,new_sp,24125.0
CD,1997,new_sp,24609.0
CD,1998,new_sp,33442.0
CD,1999,new_sp,34923.0
CD,2000,new_sp,36123.0
CD,2001,new_sp,42054.0
CD,2002,new_sp,44518.0
CD,2003,new_sp,53578.0
CD,2004,new_sp,62192.0
CD,2005,new_sp,65040.0
CD,2006,new_sp,63488.0
CD,2007,new_sp,66099.0
CD,2008,new_sp,69477.0
CF,1980,new_sp,
CF,1981,new_sp,
CF,1982,new_sp,
CF,1983,new_sp,
CF,1984,new_sp,
CF,1985,new_sp,
CF,1986,new_sp,
CF,1987,new_sp,
CF,1988,new_sp,
CF,1989,new_sp,
CF,1990,new_sp,
CF,1991,new_sp,
CF,1995,new_sp,1794.0
CF,1996,new_sp,1992.0
CF,1997,new_sp,2267.0
CF,1998,new_sp,2637.0
CF,1999,new_sp,2725.0
CF,2000,new_sp,
CF,2001,new_sp,1382.0
CF,2002,new_sp,2758.0
CF,2003,new_sp,2818.0
CF,2004,new_sp,2923.0
CF,2005,new_sp,2153.0
CF,2006,new_sp,4448.0
CF,2007,new_sp,
CF,2008,new_sp,4232.0
CG,1980,new_sp,
CG,1981,new_sp,
CG,1982,new_sp,
CG,1983,new_sp,
CG,1984,new_sp,
CG,1985,new_sp,
CG,1986,new_sp,
CG,1987,new_sp,
CG,1988,new_sp,
CG,1989,new_sp,
CG,1990,new_sp,
CG,1991,new_sp,
CG,1992,new_sp,
CG,1993,new_sp,
CG,1994,new_sp,1691.0
CG,1995,new_sp,2013.0
CG,1996,new_sp,2505.0
CG,1997,new_sp,1984.0
CG,1998,new_sp,2044.0
CG,1999,new_sp,2222.0
CG,2000,new_sp,4218.0
CG,2001,new_sp,4319.0
CG,2002,new_sp,5019.0
CG,2003,new_sp,3477.0
CG,2004,new_sp,4121.0
CG,2005,new_sp,3640.0
CG,2006,new_sp,3340.0
CG,2007,new_sp,3552.0
CG,2008,new_sp,3371.0
CH,1980,new_sp,
CH,1981,new_sp,
CH,1982,new_sp,
CH,1983,new_sp,
CH,1984,new_sp,
CH,1985,new_sp,
CH,1986,new_sp,
CH,1987,new_sp,
CH,1988,new_sp,
CH,1989,new_sp,
CH,1990,new_sp,
CH,1991,new_sp,
CH,1992,new_sp,
CH,1993,new_sp,528.0
CH,1994,new_sp,507.0
CH,1995,new_sp,185.0
CH,1996,new_sp,172.0
CH,1997,new_sp,144.0
CH,1998,new_sp,165.0
CH,1999,new_sp,98.0
CH,2000,new_sp,118.0
CH,2001,new_sp,116.0
CH,2002,new_sp,123.0
