country,year,sex,age,cases
BH,1980,f,5-14,
BH,1980,f,0-14,
BH,1980,f,1524,
BH,1980,f,25-34,
BH,1980,f,35-44,
BH,1980,f,45-54,
BH,1980,f,55-64,
BH,1980,f,65+,
BH,1980,f,undefined,
BH,1980,m,0-4,
BH,1980,m,5-14,
BH,1980,m,0-14,
BH,1980,m,1524,
BH,1980,m,25-34,
BH,1980,m,35-44,
BH,1980,m,45-54,
BH,1980,m,55-64,
BH,1980,m,65+,
BH,1980,m,undefined,
BH,1980,s,all,
BI,1980,f,0-4,
BI,1980,f,5-14,
BI,1980,f,0-14,
BI,1980,f,1524,
BI,1980,f,25-34,
BI,1980,f,35-44,
BI,1980,f,45-54,
BI,1980,f,55-64,
BI,1980,f,65+,
BI,1980,f,undefined,
BI,1980,m,0-4,
BI,1980,m,5-14,
BI,1980,m,0-14,
BI,1980,m,1524,
BI,1980,m,25-34,
BI,1980,m,35-44,
BI,1980,m,45-54,
BI,1980,m,55-64,
BI,1980,m,65+,
BI,1980,m,undefined,
BI,1980,s,all,
BJ,1980,f,0-4,
BJ,1980,f,5-14,
BJ,1980,f,0-14,
BJ,1980,f,1524,
BJ,1980,f,25-34,
BJ,1980,f,35-44,
BJ,1980,f,45-54,
BJ,1980,f,55-64,
BJ,1980,f,65+,
BJ,1980,f,undefined,
BJ,1980,m,0-4,
BJ,1980,m,5-14,
BJ,1980,m,0-14,
BJ,1980,m,1524,
BJ,1980,m,25-34,
BJ,1980,m,35-44,
BJ,1980,m,45-54,
BJ,1980,m,55-64,
BJ,1980,m,65+,
BJ,1980,m,undefined,
BJ,1980,s,all,
BM,1980,f,0-4,
BM,1980,f,5-14,
BM,1980,f,0-14,
BM,1980,f,1524,
BM,1980,f,25-34,
BM,1980,f,35-44,
BM,1980,f,45-54,
BM,1980,f,55-64,
BM,1980,f,65+,
BM,1980,f,undefined,
BM,1980,m,0-4,
BM,1980,m,5-14,
BM,1980,m,0-14,
BM,1980,m,1524,
BM,1980,m,25-34,
BM,1980,m,35-44,
BM,1980,m,45-54,
BM,1980,m,55-64,
BM,1980,m,65+,
BM,1980,m,undefined,
BM,1980,s,all,
BN,1980,f,0-4,
BN,1980,f,5-14,
BN,1980,f,0-14,
BN,1980,f,1524,
BN,1980,f,25-34,
BN,1980,f,35-44,
BN,1980,f,45-54,
BN,1980,f,55-64,
BN,1980,f,65+,
BN,1980,f,undefined,
BN,1980,m,0-4,
BN,1980,m,5-14,
BN,1980,m,0-14,
BN,1980,m,1524,
BN,1980,m,25-34,
BN,1980,m,35-44,
BN,1980,m,45-54,
BN,1980,m,55-64,
BN,1980,m,65+,
BN,1980,m,undefined,
BN,1980,s,all,
BO,1980,f,0-4,
BO,1980,f,5-14,
BO,1980,f,0-14,
BO,1980,f,1524,
BO,1980,f,25-34,
BO,1980,f,35-44,
BO,1980,f,45-54,
BO,1980,f,55-64,
BO,1980,f,65+,
BO,1980,f,undefined,
BO,1980,m,0-4,
BO,1980,m,5-14,
BO,1980,m,0-14,
BO,1980,m,1524,
BO,1980,m,25-34,
BO,1980,m,35-44,
BO,1980,m,45-54,
BO,1980,m,55-64,
BO,1980,m,65+,
BO,1980,m,undefined,
BO,1980,s,all,
BR,1980,f,0-4,
BR,1980,f,5-14,
BR,1980,f,0-14,
BR,1980,f,1524,
BR,1980,f,25-34,
BR,1980,f,35-44,
BR,1980,f,45-54,
BR,1980,f,55-64,
BR,1980,f,65+,
BR,1980,f,undefined,
BR,1980,m,0-4,
BR,1980,m,5-14,
BR,1980,m,0-14,
BR,1980,m,1524,
BR,1980,m,25-34,
BR,1980,m,35-44,
BR,1980,m,45-54,
BR,1980,m,55-64,
BR,1980,m,65+,
BR,1980,m,undefined,
BR,1980,s,all,
BS,1980,f,0-4,
BS,1980,f,5-14,
BS,1980,f,0-14,
BS,1980,f,1524,
BS,1980,f,25-34,
BS,1980,f,35-44,
BS,1980,f,45-54,
BS,1980,f,55-64,
BS,1980,f,65+,
BS,1980,f,undefined,
BS,1980,m,0-4,
BS,1980,m,5-14,
BS,1980,m,0-14,
BS,1980,m,1524,
BS,1980,m,25-34,
BS,1980,m,35-44,
BS,1980,m,45-54,
BS,1980,m,55-64,
BS,1980,m,65+,
BS,1980,m,undefined,
BS,1980,s,all,
BT,1980,f,0-4,
BT,1980,f,5-14,
BT,1980,f,0-14,
BT,1980,f,1524,
BT,1980,f,25-34,
BT,1980,f,35-44,
BT,1980,f,45-54,
BT,1980,f,55-64,
BT,1980,f,65+,
BT,1980,f,undefined,
BT,1980,m,0-4,
BT,1980,m,5-14,
BT,1980,m,0-14,
BT,1980,m,1524,
BT,1980,m,25-34,
BT,1980,m,35-44,
BT,1980,m,45-54,
BT,1980,m,55-64,
BT,1980,m,65+,
BT,1980,m,undefined,
BT,1980,s,all,
BW,1980,f,0-4,
BW,1980,f,5-14,
BW,1980,f,0-14,
BW,1980,f,1524,
BW,1980,f,25-34,
BW,1980,f,35-44,
BW,1980,f,45-54,
BW,1980,f,55-64,
BW,1980,f,65+,
BW,1980,f,undefined,
BW,1980,m,0-4,
BW,1980,m,5-14,
BW,1980,m,0-14,
BW,1980,m,1524,
BW,1980,m,25-34,
BW,1980,m,35-44,
BW,1980,m,45-54,
BW,1980,m,55-64,
BW,1980,m,65+,
BW,1980,m,undefined,
BW,1980,s,all,
BY,1980,f,0-4,
BY,1980,f,5-14,
BY,1980,f,0-14,
BY,1980,f,1524,
BY,1980,f,25-34,
BY,1980,f,35-44,
BY,1980,f,45-54,
BY,1980,f,55-64,
BY,1980,f,65+,
BY,1980,f,undefined,
BY,1980,m,0-4,
BY,1980,m,5-14,
BY,1980,m,0-14,
BY,1980,m,1524,
BY,1980,m,25-34,
BY,1980,m,35-44,
BY,1980,m,45-54,
BY,1980,m,55-64,
BY,1980,m,65+,
BY,1980,m,undefined,
BY,1980,s,all,
BZ,1980,f,0-4,
BZ,1980,f,5-14,
BZ,1980,f,0-14,
BZ,1980,f,1524,
BZ,1980,f,25-34,
BZ,1980,f,35-44,
BZ,1980,f,45-54,
BZ,1980,f,55-64,
BZ,1980,f,65+,
BZ,1980,f,undefined,
BZ,1980,m,0-4,
BZ,1980,m,5-14,
BZ,1980,m,0-14,
BZ,1980,m,1524,
BZ,1980,m,25-34,
BZ,1980,m,35-44,
BZ,1980,m,45-54,
BZ,1980,m,55-64,
BZ,1980,m,65+,
BZ,1980,m,undefined,
BZ,1980,s,all,
CA,1980,f,0-4,
CA,1980,f,5-14,
CA,1980,f,0-14,18.0
CA,1980,f,1524,62.0
CA,1980,f,25-34,51.0
CA,1980,f,35-44,34.0
CA,1980,f,45-54,31.0
CA,1980,f,55-64,33.0
CA,1980,f,65+,104.0
CA,1980,f,undefined,
CA,1980,m,0-4,
CA,1980,m,5-14,
CA,1980,m,0-14,12.0
CA,1980,m,1524,54.0
CA,1980,m,25-34,75.0
CA,1980,m,35-44,83.0
CA,1980,m,45-54,100.0
CA,1980,m,55-64,108.0
CA,1980,m,65+,186.0
CA,1980,m,undefined,
CA,1980,s,all,951.0
CD,1980,f,0-4,
CD,1980,f,5-14,
CD,1980,f,0-14,
CD,1980,f,1524,
CD,1980,f,25-34,
CD,1980,f,35-44,
CD,1980,f,45-54,
CD,1980,f,55-64,
CD,1980,f,65+,
CD,1980,f,undefined,
CD,1980,m,0-4,
CD,1980,m,5-14,
CD,1980,m,0-14,
CD,1980,m,1524,
CD,1980,m,25-34,
CD,1980,m,35-44,
CD,1980,m,45-54,
CD,1980,m,55-64,
CD,1980,m,65+,
CD,1980,m,undefined,
CD,1980,s,all,
CF,1980,f,0-4,
CF,1980,f,5-14,
CF,1980,f,0-14,
CF,1980,f,1524,
CF,1980,f,25-34,
CF,1980,f,35-44,
CF,1980,f,45-54,
CF,1980,f,55-64,
CF,1980,f,65+,
CF,1980,f,undefined,
CF,1980,m,0-4,
CF,1980,m,5-14,
CF,1980,m,0-14,
CF,1980,m,1524,
CF,1980,m,25-34,
CF,1980,m,35-44,
CF,1980,m,45-54,
CF,1980,m,55-64,
CF,1980,m,65+,
CF,1980,m,undefined,
CF,1980,s,all,
CG,1980,f,0-4,
CG,1980,f,5-14,
CG,1980,f,0-14,
CG,1980,f,1524,
CG,1980,f,25-34,
CG,1980,f,35-44,
CG,1980,f,45-54,
CG,1980,f,55-64,
CG,1980,f,65+,
CG,1980,f,undefined,
CG,1980,m,0-4,
CG,1980,m,5-14,
CG,1980,m,0-14,
CG,1980,m,1524,
CG,1980,m,25-34,
CG,1980,m,35-44,
CG,1980,m,45-54,
CG,1980,m,55-64,
CG,1980,m,65+,
CG,1980,m,undefined,
CG,1980,s,all,
CH,1980,f,0-4,
CH,1980,f,5-14,
CH,1980,f,0-14,
CH,1980,f,1524,
CH,1980,f,25-34,
CH,1980,f,35-44,
CH,1980,f,45-54,
CH,1980,f,55-64,
CH,1980,f,65+,
CH,1980,f,undefined,
CH,1980,m,0-4,
CH,1980,m,5-14,
CH,1980,m,0-14,
CH,1980,m,1524,
CH,1980,m,25-34,
CH,1980,m,35-44,
CH,1980,m,45-54,
CH,1980,m,55-64,
CH,1980,m,65+,
CH,1980,m,undefined,
CH,1980,s,all,
CI,1980,f,0-4,
CI,1980,f,5-14,
CI,1980,f,0-14,
CI,1980,f,1524,
CI,1980,f,25-34,
CI,1980,f,35-44,
CI,1980,f,45-54,
CI,1980,f,55-64,
CI,1980,f,65+,
CI,1980,f,undefined,
CI,1980,m,0-4,
CI,1980,m,5-14,
CI,1980,m,0-14,
CI,1980,m,1524,
CI,1980,m,25-34,
CI,1980,m,35-44,
CI,1980,m,45-54,
CI,1980,m,55-64,
CI,1980,m,65+,
CI,1980,m,undefined,
CI,1980,s,all,
CK,1980,f,0-4,
CK,1980,f,5-14,
CK,1980,f,0-14,0.0
CK,1980,f,1524,3.0
CK,1980,f,25-34,0.0
CK,1980,f,35-44,0.0
CK,1980,f,45-54,1.0
CK,1980,f,55-64,0.0
CK,1980,f,65+,0.0
CK,1980,f,undefined,
CK,1980,m,0-4,
CK,1980,m,5-14,
CK,1980,m,0-14,0.0
CK,1980,m,1524,2.0
CK,1980,m,25-34,0.0
CK,1980,m,35-44,1.0
CK,1980,m,45-54,1.0
CK,1980,m,55-64,0.0
CK,1980,m,65+,0.0
CK,1980,m,undefined,
CK,1980,s,all,8.0
CL,1980,f,0-4,
CL,1980,f,5-14,
CL,1980,f,0-14,
CL,1980,f,1524,
CL,1980,f,25-34,
CL,1980,f,35-44,
CL,1980,f,45-54,
CL,1980,f,55-64,
CL,1980,f,65+,
CL,1980,f,undefined,
CL,1980,m,0-4,
CL,1980,m,5-14,
CL,1980,m,0-14,
CL,1980,m,1524,
CL,1980,m,25-34,
CL,1980,m,35-44,
CL,1980,m,45-54,
CL,1980,m,55-64,
CL,1980,m,65+,
CL,1980,m,undefined,
CL,1980,s,all,
CM,1980,f,0-4,
CM,1980,f,5-14,
CM,1980,f,0-14,
CM,1980,f,1524,
CM,1980,f,25-34,
CM,1980,f,35-44,
CM,1980,f,45-54,
CM,1980,f,55-64,
CM,1980,f,65+,
CM,1980,f,undefined,
CM,1980,m,0-4,
CM,1980,m,5-14,
CM,1980,m,0-14,
CM,1980,m,1524,
CM,1980,m,25-34,
CM,1980,m,35-44,
CM,1980,m,45-54,
CM,1980,m,55-64,
CM,1980,m,65+,
CM,1980,m,undefined,
CM,1980,s,all,
CO,1980,f,0-4,
CO,1980,f,5-14,
CO,1980,f,0-14,
CO,1980,f,1524,
CO,1980,f,25-34,
CO,1980,f,35-44,
CO,1980,f,45-54,
CO,1980,f,55-64,
CO,1980,f,65+,
CO,1980,f,undefined,
CO,1980,m,0-4,
CO,1980,m,5-14,
CO,1980,m,0-14,
CO,1980,m,1524,
CO,1980,m,25-34,
CO,1980,m,35-44,
CO,1980,m,45-54,
CO,1980,m,55-64,
CO,1980,m,65+,
CO,1980,m,undefined,
CO,1980,s,all,
CR,1980,f,0-4,
CR,1980,f,5-14,
CR,1980,f,0-14,
CR,1980,f,1524,
CR,1980,f,25-34,
CR,1980,f,35-44,
CR,1980,f,45-54,
CR,1980,f,55-64,
CR,1980,f,65+,
CR,1980,f,undefined,
CR,1980,m,0-4,
CR,1980,m,5-14,
CR,1980,m,0-14,
CR,1980,m,1524,
CR,1980,m,25-34,
CR,1980,m,35-44,
CR,1980,m,45-54,
CR,1980,m,55-64,
CR,1980,m,65+,
CR,1980,m,undefined,
CR,1980,s,all,
CU,1980,f,0-4,
CU,1980,f,5-14,
CU,1980,f,0-14,
CU,1980,f,1524,
CU,1980,f,25-34,
CU,1980,f,35-44,
CU,1980,f,45-54,
CU,1980,f,55-64,
CU,1980,f,65+,
CU,1980,f,undefined,
CU,1980,m,0-4,
CU,1980,m,5-14,
CU,1980,m,0-14,
CU,1980,m,1524,
CU,1980,m,25-34,
CU,1980,m,35-44,
CU,1980,m,45-54,
CU,1980,m,55-64,
CU,1980,m,65+,
CU,1980,m,undefined,
CU,1980,s,all,
CV,1980,f,0-4,
CV,1980,f,5-14,
CV,1980,f,0-14,
CV,1980,f,1524,
CV,1980,f,25-34,
CV,1980,f,35-44,
CV,1980,f,45-54,
CV,1980,f,55-64,
CV,1980,f,65+,
CV,1980,f,undefined,
CV,1980,m,0-4,
CV,1980,m,5-14,
CV,1980,m,0-14,
CV,1980,m,1524,
CV,1980,m,25-34,
CV,1980,m,35-44,
CV,1980,m,45-54,
CV,1980,m,55-64,
CV,1980,m,65+,
CV,1980,m,undefined,
CV,1980,s,all,
CY,1980,f,0-4,
CY,1980,f,5-14,
CY,1980,f,0-14,
CY,1980,f,1524,
CY,1980,f,25-34,
CY,1980,f,35-44,
CY,1980,f,45-54,
CY,1980,f,55-64,
CY,1980,f,65+,
CY,1980,f,undefined,
CY,1980,m,0-4,
CY,1980,m,5-14,
CY,1980,m,0-14,
CY,1980,m,1524,
CY,1980,m,25-34,
CY,1980,m,35-44,
CY,1980,m,45-54,
CY,1980,m,55-64,
CY,1980,m,65+,
CY,1980,m,undefined,
CY,1980,s,all,
CZ,1980,f,0-4,
CZ,1980,f,5-14,
CZ,1980,f,0-14,
CZ,1980,f,1524,
CZ,1980,f,25-34,
CZ,1980,f,35-44,
CZ,1980,f,45-54,
CZ,1980,f,55-64,
CZ,1980,f,65+,
CZ,1980,f,undefined,
CZ,1980,m,0-4,
CZ,1980,m,5-14,
CZ,1980,m,0-14,
CZ,1980,m,1524,
CZ,1980,m,25-34,
CZ,1980,m,35-44,
CZ,1980,m,45-54,
CZ,1980,m,55-64,
CZ,1980,m,65+,
CZ,1980,m,undefined,
CZ,1980,s,all,
DE,1980,f,0-4,
DE,1980,f,5-14,
DE,1980,f,0-14,
DE,1980,f,1524,
DE,1980,f,25-34,
DE,1980,f,35-44,
DE,1980,f,45-54,
DE,1980,f,55-64,
DE,1980,f,65+,
DE,1980,f,undefined,
DE,1980,m,0-4,
DE,1980,m,5-14,
DE,1980,m,0-14,
DE,1980,m,1524,
DE,1980,m,25-34,
DE,1980,m,35-44,
DE,1980,m,45-54,
DE,1980,m,55-64,
DE,1980,m,65+,
DE,1980,m,undefined,
DE,1980,s,all,
DK,1980,f,0-4,
DK,1980,f,5-14,
DK,1980,f,0-14,
DK,1980,f,1524,
DK,1980,f,25-34,
DK,1980,f,35-44,
DK,1980,f,45-54,
DK,1980,f,55-64,
DK,1980,f,65+,
DK,1980,f,undefined,
DK,1980,m,0-4,
DK,1980,m,5-14,
DK,1980,m,0-14,
DK,1980,m,1524,
DK,1980,m,25-34,
DK,1980,m,35-44,
DK,1980,m,45-54,
DK,1980,m,55-64,
DK,1980,m,65+,
DK,1980,m,undefined,
DK,1980,s,all,
DM,1980,f,0-4,
DM,1980,f,5-14,
DM,1980,f,0-14,
DM,1980,f,1524,
DM,1980,f,25-34,
DM,1980,f,35-44,
DM,1980,f,45-54,
DM,1980,f,55-64,
DM,1980,f,65+,
DM,1980,f,undefined,
DM,1980,m,0-4,
DM,1980,m,5-14,
DM,1980,m,0-14,
DM,1980,m,1524,
DM,1980,m,25-34,
DM,1980,m,35-44,
DM,1980,m,45-54,
DM,1980,m,55-64,
DM,1980,m,65+,
DM,1980,m,undefined,
DM,1980,s,all,
DO,1980,f,0-4,
DO,1980,f,5-14,
DO,1980,f,0-14,
DO,1980,f,1524,
DO,1980,f,25-34,
DO,1980,f,35-44,
DO,1980,f,45-54,
DO,1980,f,55-64,
DO,1980,f,65+,
DO,1980,f,undefined,
DO,1980,m,0-4,
DO,1980,m,5-14,
DO,1980,m,0-14,
DO,1980,m,1524,
DO,1980,m,25-34,
DO,1980,m,35-44,
DO,1980,m,45-54,
DO,1980,m,55-64,
DO,1980,m,65+,
DO,1980,m,undefined,
DO,1980,s,all,
DZ,1980,f,0-4,
DZ,1980,f,5-14,
DZ,1980,f,0-14,
DZ,1980,f,1524,
DZ,1980,f,25-34,
DZ,1980,f,35-44,
DZ,1980,f,45-54,
DZ,1980,f,55-64,
DZ,1980,f,65+,
DZ,1980,f,undefined,
DZ,1980,m,0-4,
DZ,1980,m,5-14,
DZ,1980,m,0-14,
DZ,1980,m,1524,
DZ,1980,m,25-34,
DZ,1980,m,35-44,
DZ,1980,m,45-54,
DZ,1980,m,55-64,
DZ,1980,m,65+,
DZ,1980,m,undefined,
DZ,1980,s,all,
EC,1980,f,0-4,
EC,1980,f,5-14,
EC,1980,f,0-14,
EC,1980,f,1524,
EC,1980,f,25-34,
EC,1980,f,35-44,
EC,1980,f,45-54,
EC,1980,f,55-64,
EC,1980,f,65+,
EC,1980,f,undefined,
EC,1980,m,0-4,
EC,1980,m,5-14,
EC,1980,m,0-14,
EC,1980,m,1524,
EC,1980,m,25-34,
EC,1980,m,35-44,
EC,1980,m,45-54,
EC,1980,m,55-64,
EC,1980,m,65+,
EC,1980,m,undefined,
EC,1980,s,all,
EE,1980,f,0-4,
EE,1980,f,5-14,
EE,1980,f,0-14,
EE,1980,f,1524,
EE,1980,f,25-34,
EE,1980,f,35-44,
EE,1980,f,45-54,
EE,1980,f,55-64,
EE,1980,f,65+,
EE,1980,f,undefined,
EE,1980,m,0-4,
EE,1980,m,5-14,
